elapsed,avg_loss
3.000000106112566e-07,
3.009157300000197,1.402305805683136
6.022541199999978,1.1975371718406678
9.03228020000006,1.1975371718406678
12.04504380000003,1.1975371718406678
15.056228800000099,1.1975371718406678
18.05909450000013,1.1975371718406678
21.070022999999992,0.9334238171577454
24.080441300000075,0.9378008365631103
27.08164099999999,0.9378008365631103
30.097844500000065,0.9378008365631103
33.10760970000001,0.9378008365631103
36.122487999999976,0.9378008365631103
39.12895360000016,0.8201929330825806
42.14425649999998,0.8201929330825806
45.1525815,0.7245966613292694
48.16883700000017,0.6258683919906616
51.19019950000006,0.6258683919906616
54.200228800000104,0.4468098163604736
57.211704199999986,0.4468098163604736
60.2169679000001,0.4468098163604736
63.23332590000018,0.4468098163604736
66.24300870000002,0.4468098163604736
69.2447572000001,0.43899103403091433
72.25125950000006,0.36687561869621277
75.25893259999998,0.36687561869621277
78.26907729999994,0.3261184975504875
81.28000950000023,0.2737376168370247
84.28527759999997,0.2265510693192482
87.28820140000016,0.2265510693192482
90.3018935,0.2265510693192482
93.3030060000001,0.18496230393648147
96.31688500000018,0.18496230393648147
99.32950759999994,0.12867082804441451
102.33886530000018,0.12867082804441451
105.35070010000027,0.12867082804441451
108.35294810000005,0.1133674830198288
111.3570580999999,0.12430212050676345
114.37091770000006,0.12430212050676345
117.38652030000003,0.11036545261740685
120.40056120000008,0.10478487685322761
123.41402139999991,0.10478487685322761
126.42259839999997,0.10478487685322761
129.4354129000003,0.10478487685322761
132.45062289999987,0.10478487685322761
135.4674629000001,0.08294146433472634
138.4802181,0.0998441182076931
141.4906721000002,0.0998441182076931
144.4944088000002,0.0998441182076931
147.50246909999987,0.14273068830370902
150.51210160000028,0.1358272910118103
153.5151718000002,0.1358272910118103
156.52366400000028,0.1358272910118103
159.52942480000002,0.1358272910118103
162.54028500000004,0.1330542430281639
165.55020060000015,0.1330542430281639
168.56283440000016,0.05457696095108986
171.5836847999999,0.05457696095108986
174.5911704,0.05752760320901871
177.59982870000022,0.05752760320901871
180.60161040000003,0.05752760320901871
183.6154403999999,0.058700093626976015
186.62652479999997,0.05680524557828903
189.6428707,0.05680524557828903
192.65877480000017,0.05335305854678154
195.6759629000003,0.06174260526895523
198.67750890000025,0.06174260526895523
201.6791346,0.06174260526895523
204.68551720000005,0.06478626132011414
207.6899639000003,0.06478626132011414
210.70317909999994,0.06257349774241447
213.71694359999992,0.0629883125424385
216.72626660000014,0.0629883125424385
219.73711850000018,0.10943297296762466
222.74337400000013,0.15342647209763527
225.75138640000023,0.15342647209763527
228.76505640000005,0.14430204555392265
231.7728059000001,0.14430204555392265
234.7822443,0.14528755098581314
237.79848970000012,0.14528755098581314
